receipt_id,text,label,makro_label,total_belanja
5445,chitato sapi panggang roti tawar sari roti,Groceries,Food & Beverage,184000
5446,french fries service charge take away bag chicken nugget,Fast Food,Food & Beverage,146000
5447,iced americano matcha latte es kopi pandan brownies lychee tea,Coffee Shops,Food & Beverage,282500
5448,mie ayam jamur gurame bakar,Restaurants,Food & Beverage,127000
5449,kaos basic cotton dress wanita,Apparel,Lifestyle & Entertainment,520000
5450,service charge jeruk hangat sate ayam tsk bakso urat es teh manis capcay seafood,Restaurants,Food & Beverage,399000
5451,filma minyak l frisian flag uht tepung segitiga biru chitato sapi panggang garam refina fiesta nugget,Groceries,Food & Beverage,166300
5452,anti gores hp,Electronics & Software,Lifestyle & Entertainment,46000
5453,es kopi pandan lychee tea,Coffee Shops,Food & Beverage,157000
5454,cola medium paket burger combo nasi putih paket ayam nasi paket hemat ayam goreng crispy,Fast Food,Food & Beverage,286000
5455,kaos basic cotton topi baseball,Apparel,Lifestyle & Entertainment,229300
5456,pepsodent kecap bango telur ayam fiesta nugget filma minyak l oreo vanilla kopi kapal api mix,Groceries,Food & Beverage,354500
5457,stella pengharum wipol sunlight lime sabun cuci tangan baygon aerosol,Household,Housing & Utilities,462000
5458,pertalite kopi kaleng,Gas & Fuel,Transportation,112000
5459,beras ramos tepung segitiga biru nu green tea le minerale bimoli l,Groceries,Food & Beverage,351500
5460,tol jakarta cikampek airport train tol dalam kota,Transportation,Transportation,160000
5461,matcha latte brownies cappuccino almond croissant cinnamon roll lychee tea,Coffee Shops,Food & Beverage,325000
5462,obh combi enervon c botol hansaplast panadol biru strip oralit sachet masker medis komix jahe promag tablet,Health,Health & Personal Care,159000
5463,piattos sapi panggang indomie ayam bawang,Groceries,Food & Beverage,36000
5464,obeng set kabel roll stop keran air gantungan baju set cat tembok jam dinding rak susun tingkat,Home Improvement,Housing & Utilities,1232500
5465,sabun cuci tangan wipol sunlight lime,Household,Housing & Utilities,93500
5466,lychee tea cappuccino spanish latte kopi susu gula aren es kopi pandan matcha latte croissant butter caffe latte,Coffee Shops,Food & Beverage,279000
5467,mie sedaap soto filma minyak l good day cappuccino silverqueen yakult pepsodent,Groceries,Food & Beverage,161000
5468,pertamax,Gas & Fuel,Transportation,221000
5469,samsung a keyboard usb kabel data type c headset bluetooth,Electronics & Software,Lifestyle & Entertainment,3388000
5470,es kopi pandan,Coffee Shops,Food & Beverage,28000
5471,revvo,Gas & Fuel,Transportation,112000
5472,garam refina le minerale,Groceries,Food & Beverage,12000
5473,tax resto air mineral cumi saus padang mie goreng jawa,Restaurants,Food & Beverage,253000
5474,indomie goreng chitato sapi panggang kecap bango piattos sapi panggang oreo vanilla teh pucuk gula pasir pop mie ayam fiesta nugget roti tawar sari roti mie sedaap soto aqua,Groceries,Food & Beverage,286100
5475,spanish latte brownies es kopi pandan,Coffee Shops,Food & Beverage,184000
5476,paket ayam nasi cola medium paket burger combo burger cheese spicy chicken wings paket hemat,Fast Food,Food & Beverage,287200
5477,almond croissant caffe latte matcha latte banana bread cappuccino,Coffee Shops,Food & Beverage,311000
5478,jeruk hangat mie ayam jamur es teh manis nasi goreng spesial,Restaurants,Food & Beverage,229200
5479,gula pasir bimoli l sosis so nice tissue nice s roti tawar sari roti oreo vanilla,Groceries,Food & Beverage,195500
5480,nu green tea walls cornetto indomie ayam bawang saus sambal abc tepung segitiga biru chitato sapi panggang oreo vanilla filma minyak l pepsodent silverqueen,Groceries,Food & Beverage,260800
5481,gula pasir kecap bango roti tawar sari roti filma minyak l oreo vanilla bimoli l kopi kapal api mix nu green tea pop mie ayam garam refina,Groceries,Food & Beverage,267500
5482,aqua,Groceries,Food & Beverage,8000
5483,oralit sachet promag tablet enervon c botol vitamin c mg panadol biru strip sanmol tablet,Health,Health & Personal Care,314000
5484,yakult filma minyak l oreo vanilla indomie goreng kopi kapal api mix lifebuoy sabun batang,Groceries,Food & Beverage,87000
5485,dimsum ayam es cendol sate ayam tsk,Restaurants,Food & Beverage,196000
5486,obh combi sanmol tablet,Health,Health & Personal Care,43000
5487,indomie goreng piattos sapi panggang oreo vanilla roma kelapa,Groceries,Food & Beverage,83500
5488,filma minyak l lifebuoy sabun batang beras ramos oreo vanilla,Groceries,Food & Beverage,117400
5489,baygon aerosol sikat wc attack easy super pell lap microfiber wipol,Household,Housing & Utilities,922200
5490,cola medium rice bowl chicken burger cheese,Fast Food,Food & Beverage,180500
5491,banana bread extra shot,Coffee Shops,Food & Beverage,82000
5492,caffe latte es kopi pandan matcha latte,Coffee Shops,Food & Beverage,239000
5493,komix jahe enervon c botol oralit sachet obh combi,Health,Health & Personal Care,105500
5494,nu green tea,Groceries,Food & Beverage,6000
5495,tissue paseo s attack easy lap microfiber kain pel stella pengharum,Household,Housing & Utilities,363000
5496,sekrup set artificial plant gantungan baju set obeng set,Home Improvement,Housing & Utilities,277000
5497,teh pucuk sosis so nice ultra milk coklat silverqueen pop mie ayam filma minyak l good day cappuccino,Groceries,Food & Beverage,173000
5498,jeruk hangat mie goreng jawa capcay seafood soto ayam bakso urat service charge,Restaurants,Food & Beverage,465500
5499,sop iga,Restaurants,Food & Beverage,80000
5500,pudding chocolate spaghetti chicken,Fast Food,Food & Beverage,94000
5501,bimoli l silverqueen kopi kapal api mix,Groceries,Food & Beverage,235000
5502,baju anak polo shirt kemeja oxford,Apparel,Lifestyle & Entertainment,517000
5503,termometer digital sanmol tablet,Health,Health & Personal Care,121000
5504,obeng set artificial plant cat tembok food container set pisau dapur storage box l kabel roll stop gantungan baju set lampu led,Home Improvement,Housing & Utilities,960000
5505,lap microfiber super pell rinso deterjen plastik sampah x sunlight lime,Household,Housing & Utilities,590600
5506,mie goreng jawa kwetiau siram sapi jeruk hangat nasi putih bakso urat air mineral,Restaurants,Food & Beverage,451800
5507,herborist body butter scarlett body scrub revlon lipstick,Beauty,Health & Personal Care,269700
5508,pudding chocolate nasi putih chicken popcorn spicy chicken wings,Fast Food,Food & Beverage,103000
5509,sate ayam tsk service charge,Restaurants,Food & Beverage,107000
5510,revvo,Gas & Fuel,Transportation,364000
5511,shell super,Gas & Fuel,Transportation,70000
5512,spanish latte es kopi pandan,Coffee Shops,Food & Beverage,91000
5513,sosis so nice telur ayam pop mie ayam chitato sapi panggang,Groceries,Food & Beverage,103000
5514,pisau dapur sekrup set kabel roll stop artificial plant pot tanaman bantal sofa,Home Improvement,Housing & Utilities,1244000
5515,legging sport jaket hoodie,Apparel,Lifestyle & Entertainment,549000
5516,pertalite,Gas & Fuel,Transportation,160000
5517,cat tembok lampu led food container set pot tanaman sekrup set,Home Improvement,Housing & Utilities,313500
5518,frisian flag uht oreo vanilla silverqueen sunlight lime,Groceries,Food & Beverage,89000
5519,kain pel sikat wc molto pewangi rinso deterjen sunlight lime wipol stella pengharum attack easy,Household,Housing & Utilities,339700
5520,enervon c botol antangin cair panadol biru strip komix jahe sanmol tablet vitamin c mg,Health,Health & Personal Care,214500
5521,wardah lightening toner body mist hand cream,Beauty,Health & Personal Care,141000
5522,shell super,Gas & Fuel,Transportation,188500
5523,revvo,Gas & Fuel,Transportation,262500
5524,dimsum ayam,Restaurants,Food & Beverage,90000
5525,dimsum ayam sop iga,Restaurants,Food & Beverage,185000
5526,paracetamol mg vitamin c mg,Health,Health & Personal Care,68000
5527,ultra milk coklat lifebuoy sabun batang sosis so nice pepsodent roti tawar sari roti tepung segitiga biru silverqueen garam refina indomie goreng roma kelapa,Groceries,Food & Beverage,238800
5528,oat milk,Coffee Shops,Food & Beverage,18000
5529,mie ayam jamur capcay seafood,Restaurants,Food & Beverage,92000
5530,somethinc serum skintific moisturizer emina lip cream maybelline fit me,Beauty,Health & Personal Care,468000
5531,extra shot cinnamon roll caffe latte croissant butter kopi susu gula aren,Coffee Shops,Food & Beverage,302000
5532,kopi kapal api mix saus sambal abc ultra milk coklat beras ramos indomie ayam bawang,Groceries,Food & Beverage,183000
5533,pisau dapur pot tanaman bantal sofa rak susun tingkat artificial plant,Home Improvement,Housing & Utilities,601000
5534,telur ayam pepsodent sunlight lime,Groceries,Food & Beverage,49000
5535,ponds face wash body mist vaseline body lotion wardah lightening toner hand cream,Beauty,Health & Personal Care,186000
5536,rice bowl chicken chicken popcorn paket hemat ayam goreng crispy,Fast Food,Food & Beverage,134500
5537,brownies lychee tea cappuccino,Coffee Shops,Food & Beverage,242000
5538,ayam goreng crispy spicy chicken wings,Fast Food,Food & Beverage,266000
5539,celana chino kemeja oxford,Apparel,Lifestyle & Entertainment,603000
5540,cappuccino cinnamon roll brownies pb cheesecake slice,Coffee Shops,Food & Beverage,210400
5541,mie ayam jamur nasi goreng spesial sop iga gurame bakar service charge,Restaurants,Food & Beverage,397000
5542,croissant butter cheesecake slice chocolate ice caffe latte brownies almond croissant es kopi pandan,Coffee Shops,Food & Beverage,562000
5543,walls cornetto sosis so nice pop mie ayam saus sambal abc beras ramos chitato sapi panggang gula pasir nu green tea,Groceries,Food & Beverage,334000
5544,french fries,Fast Food,Food & Beverage,34000
5545,pertalite,Gas & Fuel,Transportation,150000
5546,hansaplast paracetamol mg,Health,Health & Personal Care,29000
5547,nu green tea indomie ayam bawang tissue nice s,Groceries,Food & Beverage,84000
5548,sop iga cumi saus padang nasi goreng spesial bakso urat bebek goreng mie ayam jamur dimsum ayam,Restaurants,Food & Beverage,721500
5549,ultra milk coklat silverqueen le minerale walls cornetto frisian flag uht sunlight lime lifebuoy sabun batang good day cappuccino,Groceries,Food & Beverage,223000
5550,sport bra baju anak ikat pinggang,Apparel,Lifestyle & Entertainment,673000
5551,walls cornetto pepsodent saus sambal abc silverqueen nu green tea frisian flag uht garam refina lifebuoy sabun batang roma kelapa filma minyak l,Groceries,Food & Beverage,241100
5552,sanmol tablet betadine obh combi masker medis enervon c botol bodrex flu batuk vitamin c mg paracetamol mg,Health,Health & Personal Care,268900
5553,nasi goreng spesial es teh manis gurame bakar,Restaurants,Food & Beverage,218000
5554,kecap bango aqua telur ayam saus sambal abc roti tawar sari roti fiesta nugget walls cornetto chitato sapi panggang sosis so nice yakult indomie goreng good day cappuccino,Groceries,Food & Beverage,526000
5555,pudding chocolate paket hemat rice bowl chicken paket burger combo paket ayam nasi,Fast Food,Food & Beverage,385000
5556,komix jahe minyak kayu putih paracetamol mg tolak angin box,Health,Health & Personal Care,152500
5557,ultra milk coklat frisian flag uht sunlight lime kopi kapal api mix walls cornetto tepung segitiga biru teh pucuk gula pasir saus sambal abc,Groceries,Food & Beverage,188500
5558,kecap bango kopi kapal api mix indomie goreng silverqueen,Groceries,Food & Beverage,164000
5559,sos pembersih lantai plastik sampah x spon cuci piring karbol wangi baygon aerosol lap microfiber stella pengharum,Household,Housing & Utilities,386100
5560,pertalite,Gas & Fuel,Transportation,370000
5561,molto pewangi stella pengharum plastik sampah x attack easy karbol wangi baygon aerosol wipol lap microfiber,Household,Housing & Utilities,740000
5562,bp,Gas & Fuel,Transportation,56000
5563,scarlett body scrub ellips hair vitamin wardah lightening toner emina lip cream pixy bedak two way cake azarine sunscreen revlon lipstick hand cream,Beauty,Health & Personal Care,468100
5564,stella pengharum sos pembersih lantai molto pewangi,Household,Housing & Utilities,150500
5565,tax resto paket ayam nasi lemon tea,Fast Food,Food & Beverage,93100
5566,caffe latte service charge almond croissant spanish latte,Coffee Shops,Food & Beverage,107000
5567,burger cheese lemon tea rice bowl chicken paket hemat spaghetti chicken,Fast Food,Food & Beverage,289800
5568,komix jahe vitamin c mg sanmol tablet betadine masker medis tolak angin box obh combi enervon c botol,Health,Health & Personal Care,275000
5569,soto ayam mie goreng jawa,Restaurants,Food & Beverage,57500
5570,pop mie ayam roti tawar sari roti roma kelapa,Groceries,Food & Beverage,230000
5571,saus sambal abc beras ramos nu green tea gula pasir fiesta nugget sunlight lime,Groceries,Food & Beverage,284900
5572,paket burger combo nasi putih rice bowl chicken spicy chicken wings paket ayam nasi,Fast Food,Food & Beverage,318000
5573,panadol biru strip minyak kayu putih oralit sachet antangin cair termometer digital,Health,Health & Personal Care,173000
5574,spanish latte cappuccino croissant butter oat milk,Coffee Shops,Food & Beverage,167000
5575,headset bluetooth,Electronics & Software,Lifestyle & Entertainment,924000
5576,enervon c botol obh combi betadine sanmol tablet,Health,Health & Personal Care,163000
5577,nu green tea sosis so nice lifebuoy sabun batang good day cappuccino telur ayam frisian flag uht gula pasir,Groceries,Food & Beverage,173200
5578,cinnamon roll kopi susu gula aren chocolate ice,Coffee Shops,Food & Beverage,124000
5579,karbol wangi attack easy kain pel sunlight lime tissue paseo s wipol stella pengharum sabun cuci tangan rinso deterjen plastik sampah x,Household,Housing & Utilities,539400
5580,mie sedaap soto yakult oreo vanilla piattos sapi panggang walls cornetto beras ramos,Groceries,Food & Beverage,165000
5581,sunlight lime plastik sampah x karbol wangi attack easy kain pel tissue paseo s sos pembersih lantai,Household,Housing & Utilities,547500
5582,topi baseball,Apparel,Lifestyle & Entertainment,133300
5583,pertamax turbo,Gas & Fuel,Transportation,15000
5584,pop mie ayam kecap bango filma minyak l beras ramos,Groceries,Food & Beverage,268500
5585,take away bag sambal extra rice bowl chicken chicken popcorn spaghetti chicken pudding chocolate ayam goreng crispy burger cheese nasi putih paket ayam nasi,Fast Food,Food & Beverage,253500
5586,sekrup set rak susun tingkat pot tanaman talenan,Home Improvement,Housing & Utilities,433500
5587,sanmol tablet betadine termometer digital,Health,Health & Personal Care,74000
5588,mie ayam jamur,Restaurants,Food & Beverage,56000
5589,good day cappuccino pepsodent pop mie ayam frisian flag uht tepung segitiga biru,Groceries,Food & Beverage,135000
5590,cola medium burger cheese spicy chicken wings,Fast Food,Food & Beverage,148000
5591,tissue paseo s spon cuci piring,Household,Housing & Utilities,76000
5592,case hp samsung a flashdisk keyboard usb,Electronics & Software,Lifestyle & Entertainment,3629100
5593,service charge ayam bakar madu bebek goreng mie goreng jawa,Restaurants,Food & Beverage,550000
5594,take away bag spaghetti chicken ice cream cone sambal extra,Fast Food,Food & Beverage,153000
5595,cumi saus padang mie goreng jawa,Restaurants,Food & Beverage,87000
5596,ellips hair vitamin body mist somethinc serum,Beauty,Health & Personal Care,170000
5597,filma minyak l piattos sapi panggang sunlight lime ultra milk coklat tepung segitiga biru,Groceries,Food & Beverage,213200
5598,jeans slim fit,Apparel,Lifestyle & Entertainment,451000
5599,oppo a webcam full hd,Electronics & Software,Lifestyle & Entertainment,3199000
5600,telur ayam good day cappuccino gula pasir roti tawar sari roti beras ramos yakult chitato sapi panggang walls cornetto kecap bango,Groceries,Food & Beverage,514000
5601,obh combi paracetamol mg antangin cair,Health,Health & Personal Care,43100
5602,paket ayam nasi,Fast Food,Food & Beverage,63000
5603,rice bowl chicken paket burger combo take away bag ayam goreng crispy french fries cola medium chicken nugget paket hemat paket ayam nasi lemon tea,Fast Food,Food & Beverage,319700
5604,indomie ayam bawang silverqueen yakult pop mie ayam roma kelapa,Groceries,Food & Beverage,105000
5605,nasi putih bakso urat nasi goreng spesial,Restaurants,Food & Beverage,105000
5606,case hp samsung a,Electronics & Software,Lifestyle & Entertainment,2197000
5607,paket hemat nasi putih service charge paket burger combo chicken popcorn,Fast Food,Food & Beverage,140700
5608,lemon tea paket hemat pudding chocolate nasi putih ice cream cone,Fast Food,Food & Beverage,238200
5609,rinso deterjen wipol super pell,Household,Housing & Utilities,437000
5610,hansaplast komix jahe,Health,Health & Personal Care,75000
5611,es cendol sate ayam tsk sop iga,Restaurants,Food & Beverage,333000
5612,beras ramos indomie ayam bawang,Groceries,Food & Beverage,162500
5613,mie sedaap soto indomie ayam bawang tepung segitiga biru,Groceries,Food & Beverage,49000
5614,paket burger combo lemon tea,Fast Food,Food & Beverage,65000
5615,good day cappuccino aqua,Groceries,Food & Beverage,24500
5616,sunlight lime roti tawar sari roti teh pucuk kopi kapal api mix good day cappuccino,Groceries,Food & Beverage,39500
5617,nu green tea kecap bango oreo vanilla gula pasir,Groceries,Food & Beverage,81500
5618,usb hub port,Electronics & Software,Lifestyle & Entertainment,146000
5619,attack easy molto pewangi kain pel spon cuci piring sos pembersih lantai tissue paseo s,Household,Housing & Utilities,728500
5620,tiket pesawat domestik tiket ferry,Transportation,Transportation,4770000
5621,pertalite,Gas & Fuel,Transportation,10000
5622,ice cream cone,Fast Food,Food & Beverage,30000
5623,rice bowl chicken cola medium lemon tea,Fast Food,Food & Beverage,109000
5624,oreo vanilla piattos sapi panggang,Groceries,Food & Beverage,84400
5625,topi baseball,Apparel,Lifestyle & Entertainment,333000
5626,super pell attack easy sabun cuci tangan,Household,Housing & Utilities,147000
5627,beras ramos gula pasir filma minyak l aqua,Groceries,Food & Beverage,136000
5628,tissue paseo s sunlight lime stella pengharum rinso deterjen sos pembersih lantai molto pewangi super pell,Household,Housing & Utilities,467000
5629,azarine sunscreen ellips hair vitamin wardah lightening toner hand cream garnier micellar water revlon lipstick,Beauty,Health & Personal Care,375400
5630,es cendol capcay seafood bakso urat es teh manis kwetiau siram sapi bebek goreng tax resto gurame bakar ayam bakar madu,Restaurants,Food & Beverage,800000
5631,ice cream cone ayam goreng crispy,Fast Food,Food & Beverage,82000
5632,somethinc serum makarizo hair mask azarine sunscreen pixy bedak two way cake body mist maybelline fit me,Beauty,Health & Personal Care,591000
5633,vaseline body lotion body mist makarizo hair mask somethinc serum ponds face wash skintific moisturizer,Beauty,Health & Personal Care,424500
5634,indomie ayam bawang gula pasir tepung segitiga biru,Groceries,Food & Beverage,36000
5635,paket hemat sambal extra paket ayam nasi,Fast Food,Food & Beverage,65000
5636,artificial plant organizer drawer jam dinding talenan lampu led storage box l,Home Improvement,Housing & Utilities,570000
5637,speaker bluetooth webcam full hd,Electronics & Software,Lifestyle & Entertainment,647500
5638,ayam goreng crispy spicy chicken wings burger cheese,Fast Food,Food & Beverage,81000
5639,pertamax turbo,Gas & Fuel,Transportation,525000
5640,masker medis promag tablet enervon c botol tolak angin box,Health,Health & Personal Care,124500
5641,sosis so nice teh pucuk garam refina nu green tea indomie ayam bawang ultra milk coklat fiesta nugget beras ramos oreo vanilla,Groceries,Food & Beverage,276000
5642,silverqueen chitato sapi panggang garam refina lifebuoy sabun batang frisian flag uht roti tawar sari roti aqua,Groceries,Food & Beverage,126000
5643,rice bowl chicken take away bag,Fast Food,Food & Beverage,38000
5644,polo shirt kaos basic cotton sport bra,Apparel,Lifestyle & Entertainment,723500
5645,frisian flag uht sunlight lime indomie goreng,Groceries,Food & Beverage,67000
5646,herborist body butter somethinc serum vaseline body lotion revlon lipstick,Beauty,Health & Personal Care,401000
5647,chitato sapi panggang aqua,Groceries,Food & Beverage,88000
5648,almond croissant cheesecake slice cappuccino,Coffee Shops,Food & Beverage,466000
5649,pertalite,Gas & Fuel,Transportation,310000
5650,sop iga,Restaurants,Food & Beverage,275000
5651,jeruk hangat es teh manis soto ayam,Restaurants,Food & Beverage,53000
5652,obeng set organizer drawer sekrup set food container set,Home Improvement,Housing & Utilities,310300
5653,roti tawar sari roti telur ayam tepung segitiga biru silverqueen lifebuoy sabun batang indomie ayam bawang piattos sapi panggang,Groceries,Food & Beverage,268800
5654,hand cream ponds face wash garnier micellar water,Beauty,Health & Personal Care,192000
5655,croissant butter tax resto lychee tea,Coffee Shops,Food & Beverage,121000
5656,tiket bus akap,Transportation,Transportation,124000
5657,paket burger combo take away bag ice cream cone nasi putih paket ayam nasi ayam goreng crispy sambal extra chicken nugget,Fast Food,Food & Beverage,305500
5658,es kopi pandan iced americano cappuccino cheesecake slice,Coffee Shops,Food & Beverage,244500
5659,piattos sapi panggang nu green tea pepsodent roma kelapa silverqueen teh pucuk mie sedaap soto,Groceries,Food & Beverage,100600
5660,roti tawar sari roti garam refina bimoli l beras ramos pepsodent pop mie ayam good day cappuccino lifebuoy sabun batang indomie goreng teh pucuk yakult indomie ayam bawang silverqueen aqua chitato sapi panggang,Groceries,Food & Beverage,427500
5661,panadol biru strip paracetamol mg,Health,Health & Personal Care,30000
5662,sunlight lime oreo vanilla roma kelapa le minerale garam refina piattos sapi panggang,Groceries,Food & Beverage,163100
5663,vitamin c mg panadol biru strip,Health,Health & Personal Care,47500
5664,caffe latte matcha latte brownies cheesecake slice,Coffee Shops,Food & Beverage,154000
5665,lychee tea cappuccino chocolate ice kopi susu gula aren spanish latte,Coffee Shops,Food & Beverage,434100
5666,somethinc serum hand cream,Beauty,Health & Personal Care,170000
5667,filma minyak l beras ramos,Groceries,Food & Beverage,97500
5668,kemeja flanel,Apparel,Lifestyle & Entertainment,257100
5669,dimsum ayam mie ayam jamur sate ayam tsk kwetiau siram sapi,Restaurants,Food & Beverage,157000
5670,ayam goreng crispy spicy chicken wings paket ayam nasi,Fast Food,Food & Beverage,211500
5671,kopi susu gula aren,Coffee Shops,Food & Beverage,32000
5672,matcha latte lychee tea,Coffee Shops,Food & Beverage,71500
5673,garam refina walls cornetto mie sedaap soto fiesta nugget silverqueen,Groceries,Food & Beverage,89000
5674,kopi kapal api mix bimoli l chitato sapi panggang kecap bango beras ramos,Groceries,Food & Beverage,229500
5675,airport train parkir mobil,Transportation,Transportation,112000
5676,tiket bus akap,Transportation,Transportation,99000
5677,sosis so nice indomie ayam bawang yakult gula pasir piattos sapi panggang fiesta nugget,Groceries,Food & Beverage,259000
5678,attack easy wipol sabun cuci tangan,Household,Housing & Utilities,163600
5679,kopi kapal api mix roti tawar sari roti kecap bango indomie goreng ultra milk coklat gula pasir,Groceries,Food & Beverage,113800
5680,sosis so nice sunlight lime kecap bango,Groceries,Food & Beverage,45000
5681,celana chino,Apparel,Lifestyle & Entertainment,319000
5682,garam refina bimoli l kopi kapal api mix,Groceries,Food & Beverage,59200
5683,dimsum ayam,Restaurants,Food & Beverage,112000
5684,sport bra jeans slim fit baju anak,Apparel,Lifestyle & Entertainment,878000
5685,le minerale yakult telur ayam,Groceries,Food & Beverage,112000
5686,es teh manis cumi saus padang dimsum ayam es cendol,Restaurants,Food & Beverage,180000
5687,cat tembok storage box l,Home Improvement,Housing & Utilities,399000
5688,samsung a,Electronics & Software,Lifestyle & Entertainment,2570000
5689,food container set,Home Improvement,Housing & Utilities,501000
5690,lap microfiber plastik sampah x kain pel sikat wc,Household,Housing & Utilities,255000
5691,paket ayam nasi spicy chicken wings chicken popcorn paket burger combo,Fast Food,Food & Beverage,304500
5692,shuttle bandung jkt,Transportation,Transportation,192000
5693,jam dinding kabel roll stop bantal sofa talenan storage box l organizer drawer lampu led obeng set,Home Improvement,Housing & Utilities,893000
5694,es kopi pandan cinnamon roll brownies extra shot,Coffee Shops,Food & Beverage,160600
5695,garnier micellar water herborist body butter maybelline fit me scarlett body scrub,Beauty,Health & Personal Care,294700
5696,pixy bedak two way cake herborist body butter ellips hair vitamin emina lip cream body mist maybelline fit me ponds face wash,Beauty,Health & Personal Care,441100
5697,redmi note,Electronics & Software,Lifestyle & Entertainment,3392000
5698,croissant butter iced americano cheesecake slice es kopi pandan,Coffee Shops,Food & Beverage,257000
5699,pot tanaman obeng set pisau dapur rak susun tingkat food container set,Home Improvement,Housing & Utilities,849500
5700,vitamin c mg sanmol tablet hansaplast paracetamol mg,Health,Health & Personal Care,96200
5701,croissant butter,Coffee Shops,Food & Beverage,60000
5702,ponds face wash vaseline body lotion revlon lipstick,Beauty,Health & Personal Care,244000
5703,anti gores hp,Electronics & Software,Lifestyle & Entertainment,42000
5704,lychee tea matcha latte oat milk extra shot,Coffee Shops,Food & Beverage,257000
5705,storage box l food container set obeng set lampu led pisau dapur keran air artificial plant,Home Improvement,Housing & Utilities,798000
5706,pop mie ayam mie sedaap soto roma kelapa roti tawar sari roti frisian flag uht,Groceries,Food & Beverage,64500
5707,ultra milk coklat yakult gula pasir walls cornetto,Groceries,Food & Beverage,47000
5708,frisian flag uht good day cappuccino,Groceries,Food & Beverage,9000
5709,pepsodent nu green tea beras ramos indomie goreng roti tawar sari roti teh pucuk fiesta nugget kopi kapal api mix sunlight lime roma kelapa,Groceries,Food & Beverage,522300
5710,nasi putih capcay seafood es teh manis ayam bakar madu gurame bakar dimsum ayam,Restaurants,Food & Beverage,375500
5711,sunlight lime tepung segitiga biru ultra milk coklat saus sambal abc frisian flag uht silverqueen mie sedaap soto,Groceries,Food & Beverage,102500
5712,polo shirt topi baseball,Apparel,Lifestyle & Entertainment,215500
5713,sanmol tablet promag tablet enervon c botol paracetamol mg,Health,Health & Personal Care,105500
5714,walls cornetto ultra milk coklat indomie goreng yakult sosis so nice pop mie ayam gula pasir bimoli l telur ayam good day cappuccino beras ramos kopi kapal api mix garam refina roma kelapa sunlight lime,Groceries,Food & Beverage,390800
5715,good day cappuccino bimoli l,Groceries,Food & Beverage,45000
5716,piattos sapi panggang filma minyak l sosis so nice kecap bango pop mie ayam mie sedaap soto telur ayam aqua indomie goreng roti tawar sari roti,Groceries,Food & Beverage,283000
5717,lap microfiber kain pel wipol attack easy spon cuci piring sabun cuci tangan,Household,Housing & Utilities,265500
5718,silverqueen bimoli l frisian flag uht teh pucuk indomie ayam bawang gula pasir pepsodent kecap bango pop mie ayam,Groceries,Food & Beverage,162300
5719,revvo,Gas & Fuel,Transportation,24000
5720,chicken popcorn ice cream cone paket burger combo spaghetti chicken paket hemat spicy chicken wings paket ayam nasi chicken nugget burger cheese nasi putih,Fast Food,Food & Beverage,526000
5721,paracetamol mg antangin cair,Health,Health & Personal Care,18500
5722,travel antarkota,Transportation,Transportation,301000
5723,almond croissant chocolate ice caffe latte,Coffee Shops,Food & Beverage,191000
5724,revvo,Gas & Fuel,Transportation,42000
5725,sanmol tablet termometer digital minyak kayu putih,Health,Health & Personal Care,314000
5726,extra shot chocolate ice almond croissant kopi susu gula aren es kopi pandan cheesecake slice,Coffee Shops,Food & Beverage,475500
5727,dexlite kopi kaleng,Gas & Fuel,Transportation,70000
5728,promag tablet antangin cair komix jahe paracetamol mg,Health,Health & Personal Care,30000
5729,le minerale roma kelapa silverqueen sosis so nice,Groceries,Food & Beverage,122000
5730,minyak kayu putih panadol biru strip antangin cair,Health,Health & Personal Care,76000
5731,chicken popcorn spaghetti chicken pudding chocolate sambal extra,Fast Food,Food & Beverage,226000
5732,pudding chocolate spicy chicken wings sambal extra burger cheese spaghetti chicken chicken nugget lemon tea pb ice cream cone paket burger combo chicken popcorn,Fast Food,Food & Beverage,515500
5733,hansaplast betadine sanmol tablet,Health,Health & Personal Care,61000
5734,walls cornetto lifebuoy sabun batang le minerale roti tawar sari roti pop mie ayam sunlight lime frisian flag uht,Groceries,Food & Beverage,173000
5735,gantungan baju set cat tembok,Home Improvement,Housing & Utilities,391000
5736,lampu led keran air cat tembok storage box l kabel roll stop bantal sofa,Home Improvement,Housing & Utilities,692000
5737,teh pucuk pop mie ayam indomie ayam bawang silverqueen gula pasir,Groceries,Food & Beverage,279400
5738,ultra milk coklat tepung segitiga biru lifebuoy sabun batang indomie ayam bawang pepsodent bimoli l beras ramos,Groceries,Food & Beverage,668500
5739,beras ramos piattos sapi panggang lifebuoy sabun batang good day cappuccino teh pucuk silverqueen garam refina filma minyak l bimoli l pop mie ayam roma kelapa oreo vanilla,Groceries,Food & Beverage,280000
5740,bimoli l indomie ayam bawang nu green tea tepung segitiga biru,Groceries,Food & Beverage,165500
5741,wipol molto pewangi sunlight lime attack easy,Household,Housing & Utilities,430400
5742,filma minyak l sosis so nice saus sambal abc tissue nice s oreo vanilla piattos sapi panggang yakult,Groceries,Food & Beverage,177500
5743,kaos kaki celana chino dress wanita,Apparel,Lifestyle & Entertainment,831000
5744,caffe latte spanish latte cappuccino,Coffee Shops,Food & Beverage,198500
5745,service charge rice bowl chicken spicy chicken wings ayam goreng crispy paket hemat chicken popcorn,Fast Food,Food & Beverage,169500
5746,cola medium,Fast Food,Food & Beverage,20000
5747,molto pewangi tissue paseo s karbol wangi baygon aerosol wipol rinso deterjen,Household,Housing & Utilities,251500
