Date,Category,Transaction Type,Amount_IDR,Macro_Category
2017-02-28,Food,Expense,17465.98587223587,Food & Beverage
2017-02-28,Transportation,Expense,6164.465601965601,Transportation
2017-02-28,Transportation,Expense,2054.821867321867,Transportation
2017-02-28,Transportation,Expense,2465.7862407862403,Transportation
2017-02-28,Food,Expense,2054.821867321867,Food & Beverage
2017-02-28,Other,Expense,82192.87469287468,Others
2017-02-28,Food,Expense,497472.374078624,Food & Beverage
2017-02-28,Transportation,Expense,4109.643734643734,Transportation
2017-02-28,Food,Expense,6164.465601965601,Food & Beverage
2017-02-28,Transportation,Expense,16438.574938574937,Transportation
2017-02-28,Transportation,Expense,11712.484643734642,Transportation
2017-02-27,Transportation,Expense,8219.287469287468,Transportation
2017-02-27,Transportation,Expense,6164.465601965601,Transportation
2017-02-27,Food,Expense,18082.43243243243,Food & Beverage
2017-02-27,Household,Expense,11301.520270270268,Housing & Utilities
2017-02-27,Food,Expense,15616.64619164619,Food & Beverage
2017-02-26,Transportation,Expense,4109.643734643734,Transportation
2017-02-26,Transportation,Expense,6164.465601965601,Transportation
2017-02-26,Household,Expense,173837.92997542996,Housing & Utilities
2017-02-26,Household,Expense,73973.58722358721,Housing & Utilities
2017-02-26,Food,Expense,11917.966830466828,Food & Beverage
2017-02-25,Household,Expense,1746598.587223587,Housing & Utilities
2017-02-25,Household,Expense,328771.49877149874,Housing & Utilities
2017-02-25,Household,Expense,189043.61179361178,Housing & Utilities
2017-02-25,Food,Expense,65343.33538083537,Food & Beverage
2017-02-25,subscription,Expense,20548.21867321867,Lifestyle & Entertainment
2017-02-25,Food,Expense,50754.10012285012,Food & Beverage
2017-02-24,Food,Expense,15411.164004914002,Food & Beverage
2017-02-24,Food,Expense,6164.465601965601,Food & Beverage
2017-02-24,Food,Expense,20548.21867321867,Food & Beverage
2017-02-23,Food,Expense,16438.574938574937,Food & Beverage
2017-02-22,Education,Expense,6164.465601965601,Lifestyle & Entertainment
2017-02-22,Transportation,Expense,1130152.027027027,Transportation
2017-02-21,Food,Expense,2054.821867321867,Food & Beverage
2017-02-19,Food,Expense,6164.465601965601,Food & Beverage
2017-02-19,Education,Expense,5137.054668304668,Lifestyle & Entertainment
2017-02-19,Apparel,Expense,102330.12899262898,Lifestyle & Entertainment
2017-02-18,Family,Expense,102741.09336609335,Others
2017-02-18,subscription,Expense,61850.1382063882,Lifestyle & Entertainment
2017-02-16,Gift,Expense,82192.87469287468,Lifestyle & Entertainment
2017-02-13,subscription,Expense,61850.1382063882,Lifestyle & Entertainment
2017-02-12,Other,Expense,174659.8587223587,Others
2017-02-11,Other,Expense,15411.164004914002,Others
2017-02-11,Food,Expense,2054.821867321867,Food & Beverage
2017-02-11,Family,Expense,205482.1867321867,Others
2017-02-08,Gift,Expense,308017.7979115479,Lifestyle & Entertainment
2017-02-06,Food,Expense,6164.465601965601,Food & Beverage
2017-02-06,Food,Expense,28767.50614250614,Food & Beverage
2017-02-06,Food,Expense,40069.02641277641,Food & Beverage
2017-02-06,Food,Expense,22603.040540540536,Food & Beverage
2017-02-05,Transportation,Expense,8219.287469287468,Transportation
2017-02-05,Food,Expense,2054.821867321867,Food & Beverage
2017-02-05,Transportation,Expense,67809.12162162161,Transportation
2017-02-04,Apparel,Expense,7808.323095823095,Lifestyle & Entertainment
2017-02-04,Food,Expense,12328.931203931203,Food & Beverage
2017-02-04,Food,Expense,10890.555896805896,Food & Beverage
2017-02-04,Food,Expense,6164.465601965601,Food & Beverage
2017-02-03,Health,Expense,1643.8574938574936,Health & Personal Care
2017-02-03,Food,Expense,84710.03148034397,Food & Beverage
2017-02-03,Food,Expense,2465.7862407862403,Food & Beverage
2017-02-03,Food,Expense,2054.821867321867,Food & Beverage
2017-02-03,Food,Expense,10274.109336609336,Food & Beverage
2017-02-03,subscription,Expense,554822.4523955773,Lifestyle & Entertainment
2017-02-02,Food,Expense,238359.33660933658,Food & Beverage
2017-02-02,subscription,Expense,61850.1382063882,Lifestyle & Entertainment
2017-02-01,subscription,Expense,61850.1382063882,Lifestyle & Entertainment
2017-02-01,Food,Expense,6780.912162162162,Food & Beverage
2017-01-31,Salary,Income,12966131.464987714,Income & Rewards
2017-01-31,Food,Expense,7191.876535626535,Food & Beverage
2017-01-30,Food,Expense,7191.876535626535,Food & Beverage
2017-01-30,Food,Expense,3082.2328009828007,Food & Beverage
2017-01-29,Food,Expense,51370.546683046676,Food & Beverage
2017-01-29,Food,Expense,12328.931203931203,Food & Beverage
2017-01-29,Food,Expense,6164.465601965601,Food & Beverage
2017-01-29,Food,Expense,7191.876535626535,Food & Beverage
2017-01-29,Transportation,Expense,6164.465601965601,Transportation
2017-01-29,Transportation,Expense,104795.91523341522,Transportation
2017-01-23,subscription,Expense,37192.27579852579,Lifestyle & Entertainment
2017-01-23,Gift,Expense,133357.93918918917,Lifestyle & Entertainment
2017-01-22,Family,Expense,410964.3734643734,Others
2017-01-22,Food,Expense,84247.69656019655,Food & Beverage
2017-01-21,subscription,Expense,30616.84582309582,Lifestyle & Entertainment
2017-01-20,subscription,Expense,61850.1382063882,Lifestyle & Entertainment
2017-01-19,Food,Expense,4109.643734643734,Food & Beverage
2017-01-19,Family,Expense,29794.917076167072,Others
2017-01-16,Transportation,Expense,8219.287469287468,Transportation
2017-01-16,Household,Expense,493157.2481572481,Housing & Utilities
2017-01-16,Other,Expense,10274.109336609336,Others
2017-01-15,Food,Expense,28767.50614250614,Food & Beverage
2017-01-15,Food,Expense,110960.38083538083,Food & Beverage
2017-01-11,Food,Expense,9246.698402948401,Food & Beverage
2017-01-11,Health,Expense,18493.396805896802,Health & Personal Care
2017-01-10,Food,Expense,32877.149877149874,Food & Beverage
2017-01-09,Food,Expense,20342.736486486483,Food & Beverage
2017-01-09,Beauty,Expense,16438.574938574937,Health & Personal Care
2017-01-08,subscription,Expense,30616.84582309582,Lifestyle & Entertainment
2017-01-08,Transportation,Expense,10274.109336609336,Transportation
2017-01-07,Food,Expense,35959.38267813267,Food & Beverage
2017-01-07,Transportation,Expense,10274.109336609336,Transportation
2017-01-06,Transportation,Expense,286955.87377149874,Transportation
2017-01-06,Food,Expense,60411.76289926289,Food & Beverage
2017-01-06,Food,Expense,6369.9477886977875,Food & Beverage
2017-01-06,Household,Expense,41096.43734643734,Housing & Utilities
2017-01-06,Food,Expense,9863.144963144961,Food & Beverage
2017-01-05,Household,Expense,20548.21867321867,Housing & Utilities
2017-01-05,Food,Expense,6369.9477886977875,Food & Beverage
2017-01-05,subscription,Expense,61850.1382063882,Lifestyle & Entertainment
2017-01-04,Food,Expense,8219.287469287468,Food & Beverage
2017-01-03,subscription,Expense,578826.8814496314,Lifestyle & Entertainment
2017-01-03,Food,Expense,28767.50614250614,Food & Beverage
2017-01-03,Food,Expense,10274.109336609336,Food & Beverage
2017-01-03,Food,Expense,4109.643734643734,Food & Beverage
2017-01-03,Food,Expense,6369.9477886977875,Food & Beverage
2017-01-03,Food,Expense,63699.47788697788,Food & Beverage
2017-01-03,Food,Expense,14383.75307125307,Food & Beverage
2017-01-03,Food,Expense,67809.12162162161,Food & Beverage
2017-01-03,Culture,Expense,82192.87469287468,Lifestyle & Entertainment
2017-01-03,Transportation,Expense,4109.643734643734,Transportation
2017-01-03,Transportation,Expense,6164.465601965601,Transportation
2017-01-02,Transportation,Expense,12328.931203931203,Transportation
2017-01-02,Household,Expense,22603.040540540536,Housing & Utilities
2017-01-02,Food,Expense,79316.12407862407,Food & Beverage
2017-01-01,Food,Expense,104795.91523341522,Food & Beverage
2017-01-01,Health,Expense,72740.6941031941,Health & Personal Care
2017-01-01,Food,Expense,8219.287469287468,Food & Beverage
2017-01-01,Household,Expense,10274.109336609336,Housing & Utilities
2017-01-01,Food,Expense,69863.94348894348,Food & Beverage
2017-01-01,Health,Expense,61644.65601965601,Health & Personal Care
2016-12-31,Food,Expense,15248.75,Food & Beverage
2016-12-31,Food,Expense,74263.39285714286,Food & Beverage
2016-12-31,Food,Expense,4950.892857142857,Food & Beverage
2016-12-31,Gift,Expense,217047.14285714284,Lifestyle & Entertainment
2016-12-31,Health,Expense,4752.857142857143,Health & Personal Care
2016-12-31,Food,Expense,33666.07142857143,Food & Beverage
2016-12-31,Salary,Income,11203672.5,Income & Rewards
2016-12-31,subscription,Expense,557668.5714285714,Lifestyle & Entertainment
2016-12-31,Food,Expense,31685.714285714283,Food & Beverage
2016-12-30,Transportation,Expense,19803.571428571428,Transportation
2016-12-29,Other,Expense,4950.892857142857,Others
2016-12-29,Food,Expense,1980.3571428571427,Food & Beverage
2016-12-29,Food,Expense,2772.5,Food & Beverage
2016-12-29,subscription,Expense,42379.642857142855,Lifestyle & Entertainment
2016-12-29,Transportation,Expense,79808.39285714286,Transportation
2016-12-29,Gift,Expense,632724.1071428572,Lifestyle & Entertainment
2016-12-28,Food,Expense,1980.3571428571427,Food & Beverage
2016-12-28,Other,Expense,352503.5714285714,Others
2016-12-25,subscription,Expense,59608.75,Lifestyle & Entertainment
2016-12-22,Gift,Expense,56440.17857142857,Lifestyle & Entertainment
2016-12-22,Transportation,Expense,2336.8214285714284,Transportation
2016-12-21,Family,Expense,371118.9285714286,Others
2016-12-21,Transportation,Expense,49865.392857142855,Transportation
2016-12-21,Transportation,Expense,376267.8571428571,Transportation
2016-12-19,Food,Expense,5941.071428571428,Food & Beverage
2016-12-19,Household,Expense,9703.75,Housing & Utilities
2016-12-19,Food,Expense,5743.035714285714,Food & Beverage
2016-12-19,Food,Expense,33666.07142857143,Food & Beverage
2016-12-18,Bonus,Income,990.1785714285713,Income & Rewards
2016-12-18,Family,Expense,396071.4285714286,Others
2016-12-17,Bonus,Income,2178.392857142857,Income & Rewards
2016-12-17,subscription,Expense,59608.75,Lifestyle & Entertainment
2016-12-14,Food,Expense,39607.142857142855,Food & Beverage
2016-12-13,Other,Expense,6931.25,Others
2016-12-13,Household,Expense,4950.892857142857,Housing & Utilities
2016-12-13,Gift,Expense,69312.5,Lifestyle & Entertainment
2016-12-11,Other,Expense,8911.607142857143,Others
2016-12-11,Health,Expense,39607.142857142855,Health & Personal Care
2016-12-11,Health,Expense,50895.17857142857,Health & Personal Care
2016-12-10,Food,Expense,5941.071428571428,Food & Beverage
2016-12-09,subscription,Expense,59608.75,Lifestyle & Entertainment
2016-12-08,Food,Expense,5941.071428571428,Food & Beverage
2016-12-08,Other,Expense,39409.10714285714,Others
2016-12-05,Family,Expense,30695.535714285714,Others
2016-12-04,Food,Expense,4950.892857142857,Food & Beverage
2016-12-04,Food,Expense,1980.3571428571427,Food & Beverage
2016-12-04,Food,Expense,1584.2857142857142,Food & Beverage
2016-12-04,Food,Expense,5941.071428571428,Food & Beverage
2016-12-04,Food,Expense,9901.785714285714,Food & Beverage
2016-12-04,Food,Expense,17823.214285714286,Food & Beverage
2016-12-04,Food,Expense,2970.535714285714,Food & Beverage
2016-12-04,Food,Expense,8911.607142857143,Food & Beverage
2016-12-04,Food,Expense,3960.7142857142853,Food & Beverage
2016-12-03,Food,Expense,10891.964285714284,Food & Beverage
2016-12-03,Food,Expense,3960.7142857142853,Food & Beverage
2016-11-30,Family,Expense,99017.85714285714,Others
2016-11-30,Salary,Income,11206048.928571427,Income & Rewards
2016-11-30,Bonus,Income,990.1785714285713,Income & Rewards
2016-11-30,subscription,Expense,49706.96428571428,Lifestyle & Entertainment
2016-11-30,subscription,Expense,19407.5,Lifestyle & Entertainment
2016-11-29,Family,Expense,11882.142857142857,Others
2016-11-28,Household,Expense,4059732.1428571427,Housing & Utilities
2016-11-28,Other,Expense,1584.2857142857142,Others
2016-11-28,Food,Expense,3960.7142857142853,Food & Beverage
2016-11-25,Bonus,Income,990.1785714285713,Income & Rewards
2016-11-25,subscription,Expense,49706.96428571428,Lifestyle & Entertainment
2016-11-21,Transportation,Expense,9901.785714285714,Transportation
2016-11-21,Health,Expense,2970.535714285714,Health & Personal Care
2016-11-21,Transportation,Expense,13862.5,Transportation
2016-11-20,Transportation,Expense,9901.785714285714,Transportation
2016-11-19,Food,Expense,396.07142857142856,Food & Beverage
2016-11-19,Food,Expense,215264.82142857142,Food & Beverage
2016-11-19,Transportation,Expense,9901.785714285714,Transportation
2016-11-19,Food,Expense,7921.428571428571,Food & Beverage
2016-11-19,Other,Expense,19803.571428571428,Others
2016-11-19,Transportation,Expense,7921.428571428571,Transportation
2016-11-19,Transportation,Expense,18615.35714285714,Transportation
2016-11-19,Transportation,Expense,19803.571428571428,Transportation
2016-11-19,Other,Expense,146546.42857142858,Others
2016-11-19,Transportation,Expense,66936.07142857142,Transportation
2016-11-19,Transportation,Expense,10693.92857142857,Transportation
2016-11-19,Transportation,Expense,15842.857142857141,Transportation
2016-11-17,Food,Expense,1980.3571428571427,Food & Beverage
2016-11-15,Food,Expense,3960.7142857142853,Food & Beverage
2016-11-15,Other,Expense,1980.3571428571427,Others
2016-11-15,Food,Expense,35646.42857142857,Food & Beverage
2016-11-14,Transportation,Expense,356464.2857142857,Transportation
2016-11-14,Transportation,Expense,923242.5,Transportation
2016-11-12,Health,Expense,10891.964285714284,Health & Personal Care
2016-11-12,Food,Expense,1980.3571428571427,Food & Beverage
2016-11-10,Transportation,Expense,7921.428571428571,Transportation
2016-11-09,Other,Expense,1980.3571428571427,Others
2016-11-08,subscription,Expense,39409.10714285714,Lifestyle & Entertainment
2016-11-07,Food,Expense,8911.607142857143,Food & Beverage
2016-11-05,Transportation,Expense,5941.071428571428,Transportation
2016-11-04,Festivals,Expense,9901.785714285714,Lifestyle & Entertainment
2016-11-03,Food,Expense,47528.57142857143,Food & Beverage
2016-11-03,Other,Expense,93076.78571428571,Others
2016-11-03,Health,Expense,138625.0,Health & Personal Care
2016-11-03,Bonus,Income,297053.5714285714,Income & Rewards
2016-11-02,Grooming,Expense,15842.857142857141,Health & Personal Care
2016-11-01,Festivals,Expense,89116.07142857142,Lifestyle & Entertainment
2016-11-01,Food,Expense,9901.785714285714,Food & Beverage
2016-10-31,Festivals,Expense,395873.39285714284,Lifestyle & Entertainment
2016-10-30,Salary,Income,11218129.107142856,Income & Rewards
2016-10-28,Health,Expense,43765.892857142855,Health & Personal Care
2016-10-28,Transportation,Expense,7921.428571428571,Transportation
2016-10-27,subscription,Expense,49706.96428571428,Lifestyle & Entertainment
2016-10-27,Family,Expense,221641.57142857142,Others
2016-10-27,Food,Expense,4950.892857142857,Food & Beverage
2016-10-27,Food,Expense,33666.07142857143,Food & Beverage
2016-10-26,Health,Expense,122188.03571428571,Health & Personal Care
2016-10-25,Food,Expense,4950.892857142857,Food & Beverage
2016-10-24,Food,Expense,63371.428571428565,Food & Beverage
2016-10-22,Food,Expense,6931.25,Food & Beverage
2016-10-22,Food,Expense,3960.7142857142853,Food & Beverage
2016-10-17,Food,Expense,42577.67857142857,Food & Beverage
2016-10-15,Food,Expense,85155.35714285714,Food & Beverage
2016-10-14,Food,Expense,23764.285714285714,Food & Beverage
2016-10-13,Family,Expense,49310.892857142855,Others
2016-10-12,Food,Expense,29705.35714285714,Food & Beverage
2016-10-10,Food,Expense,19803.571428571428,Food & Beverage
2016-10-09,Family,Expense,49310.892857142855,Others
2016-10-09,Health,Expense,7921.428571428571,Health & Personal Care
2016-10-09,Transportation,Expense,15842.857142857141,Transportation
2016-10-09,Food,Expense,17823.214285714286,Food & Beverage
2016-10-08,Beauty,Expense,34458.21428571428,Health & Personal Care
2016-10-07,subscription,Expense,39409.10714285714,Lifestyle & Entertainment
2016-10-01,Festivals,Expense,39607.142857142855,Lifestyle & Entertainment
2016-09-30,Interest,Income,165359.82142857142,Income & Rewards
2016-09-30,Salary,Income,11497557.5,Income & Rewards
2016-09-28,Other,Expense,6337.142857142857,Others
2016-09-19,Food,Expense,6535.178571428572,Food & Beverage
2016-09-15,Food,Expense,18813.392857142855,Food & Beverage
2016-09-14,subscription,Expense,49706.96428571428,Lifestyle & Entertainment
2016-09-14,Family,Expense,86541.60714285714,Others
2016-09-13,Food,Expense,13862.5,Food & Beverage
2016-09-13,Food,Expense,167340.17857142855,Food & Beverage
2016-09-12,Food,Expense,6931.25,Food & Beverage
2016-09-12,Food,Expense,3960.7142857142853,Food & Beverage
2016-09-11,Food,Expense,13862.5,Food & Beverage
2016-09-11,Food,Expense,6931.25,Food & Beverage
2016-09-11,Transportation,Expense,3960.7142857142853,Transportation
2016-09-09,Food,Expense,13862.5,Food & Beverage
2016-09-08,Food,Expense,5941.071428571428,Food & Beverage
2016-09-08,Food,Expense,3960.7142857142853,Food & Beverage
2016-09-08,subscription,Expense,49706.96428571428,Lifestyle & Entertainment
2016-09-07,Food,Expense,14258.571428571428,Food & Beverage
2016-09-06,Transportation,Expense,118524.375,Transportation
2016-09-01,Transportation,Expense,148526.7857142857,Transportation
2016-09-01,subscription,Expense,49706.96428571428,Lifestyle & Entertainment
2016-08-31,Salary,Income,12653293.928571427,Income & Rewards
2016-08-29,Festivals,Expense,71490.89285714286,Lifestyle & Entertainment
2016-08-29,Household,Expense,7921.428571428571,Housing & Utilities
2016-08-29,Household,Expense,19407.5,Housing & Utilities
2016-08-24,Festivals,Expense,99017.85714285714,Lifestyle & Entertainment
2016-08-23,Family,Expense,396071.4285714286,Others
2016-08-22,Festivals,Expense,99017.85714285714,Lifestyle & Entertainment
2016-08-21,Other,Expense,19803.571428571428,Others
2016-08-18,subscription,Expense,49706.96428571428,Lifestyle & Entertainment
2016-08-14,Other,Expense,990.1785714285713,Others
2016-08-14,Grooming,Expense,19803.571428571428,Health & Personal Care
2016-08-09,subscription,Expense,49706.96428571428,Lifestyle & Entertainment
2016-08-07,Family,Expense,148526.7857142857,Others
2016-08-04,Family,Expense,51489.28571428571,Others
2016-07-31,Salary,Income,10209929.285714285,Income & Rewards
2016-07-31,Other,Expense,49508.92857142857,Others
2016-07-25,subscription,Expense,49706.96428571428,Lifestyle & Entertainment
2016-07-21,subscription,Expense,49706.96428571428,Lifestyle & Entertainment
2016-07-20,subscription,Expense,514694.8214285714,Lifestyle & Entertainment
2016-07-13,Health,Expense,1980.3571428571427,Health & Personal Care
2016-07-05,subscription,Expense,49706.96428571428,Lifestyle & Entertainment
2016-07-04,subscription,Expense,49706.96428571428,Lifestyle & Entertainment
2016-07-01,Family,Expense,514694.8214285714,Others
2016-06-30,Interest,Income,146546.42857142858,Income & Rewards
2016-06-30,Other,Expense,21170.01785714286,Others
2016-06-30,Salary,Income,10207552.857142856,Income & Rewards
2016-06-27,Transportation,Expense,633714.2857142857,Transportation
2016-06-27,subscription,Expense,49706.96428571428,Lifestyle & Entertainment
2016-06-23,subscription,Expense,197045.5357142857,Lifestyle & Entertainment
2016-06-22,subscription,Expense,69312.5,Lifestyle & Entertainment
2016-06-20,Food,Expense,27725.0,Food & Beverage
2016-06-19,Food,Expense,118821.42857142857,Food & Beverage
2016-06-19,Family,Expense,179222.32142857142,Others
2016-06-18,Other,Expense,7525.357142857142,Others
2016-06-12,Food,Expense,16635.0,Food & Beverage
2016-06-12,subscription,Expense,49706.96428571428,Lifestyle & Entertainment
2016-06-05,Food,Expense,13466.42857142857,Food & Beverage
2016-06-01,Food,Expense,4950.892857142857,Food & Beverage
2016-05-31,Salary,Income,10209929.285714285,Income & Rewards
2016-05-31,Transportation,Expense,9901.785714285714,Transportation
2016-05-30,subscription,Expense,49706.96428571428,Lifestyle & Entertainment
2016-05-29,Food,Expense,99810.0,Food & Beverage
2016-05-22,Grooming,Expense,23764.285714285714,Health & Personal Care
2016-05-22,Transportation,Expense,7921.428571428571,Transportation
2016-05-19,Food,Expense,35646.42857142857,Food & Beverage
2016-05-17,Other,Expense,19803.571428571428,Others
2016-05-16,subscription,Expense,49706.96428571428,Lifestyle & Entertainment
2016-05-06,subscription,Expense,49706.96428571428,Lifestyle & Entertainment
2016-05-03,subscription,Expense,49706.96428571428,Lifestyle & Entertainment
2016-05-02,Other,Expense,4950.892857142857,Others
2016-04-30,Salary,Income,10211206.616071427,Income & Rewards
2016-04-28,subscription,Expense,59212.67857142857,Lifestyle & Entertainment
2016-04-26,Food,Expense,51291.25,Food & Beverage
2016-04-24,subscription,Expense,33468.03571428571,Lifestyle & Entertainment
2016-04-20,subscription,Expense,49706.96428571428,Lifestyle & Entertainment
2016-04-16,Household,Expense,9901.785714285714,Housing & Utilities
2016-04-15,subscription,Expense,49706.96428571428,Lifestyle & Entertainment
2016-04-11,subscription,Expense,49706.96428571428,Lifestyle & Entertainment
2016-04-11,Food,Expense,253287.67857142855,Food & Beverage
2016-04-03,subscription,Expense,59410.71428571428,Lifestyle & Entertainment
2016-04-02,subscription,Expense,49706.96428571428,Lifestyle & Entertainment
2016-04-02,Food,Expense,3960.7142857142853,Food & Beverage
2016-04-02,Transportation,Expense,9901.785714285714,Transportation
2016-04-02,Other,Expense,5941.071428571428,Others
2016-03-31,Salary,Income,14022116.785714285,Income & Rewards
2016-03-29,Other,Expense,19803.571428571428,Others
2016-03-28,Other,Expense,31487.67857142857,Others
2016-03-22,subscription,Expense,33468.03571428571,Lifestyle & Entertainment
2016-03-21,subscription,Expense,49706.96428571428,Lifestyle & Entertainment
2016-03-20,Food,Expense,6931.25,Food & Beverage
2016-03-20,Other,Expense,990.1785714285713,Others
2016-03-16,Gift,Expense,15842.857142857141,Lifestyle & Entertainment
2016-03-15,subscription,Expense,49706.96428571428,Lifestyle & Entertainment
2016-03-11,Food,Expense,11882.142857142857,Food & Beverage
2016-03-11,Other,Expense,49508.92857142857,Others
2016-03-11,Education,Expense,3960.7142857142853,Lifestyle & Entertainment
2016-03-06,subscription,Expense,49706.96428571428,Lifestyle & Entertainment
2016-02-28,Food,Expense,13862.5,Food & Beverage
2016-02-28,Grooming,Expense,19803.571428571428,Health & Personal Care
2016-02-28,Food,Expense,19803.571428571428,Food & Beverage
2016-02-28,Other,Expense,2178.392857142857,Others
2016-02-27,subscription,Expense,49706.96428571428,Lifestyle & Entertainment
2016-02-27,Other,Expense,49508.92857142857,Others
2016-02-27,Food,Expense,9901.785714285714,Food & Beverage
2016-02-26,Salary,Income,9863366.785714285,Income & Rewards
2016-02-24,subscription,Expense,39409.10714285714,Lifestyle & Entertainment
2016-02-22,Food,Expense,7921.428571428571,Food & Beverage
2016-02-22,subscription,Expense,33468.03571428571,Lifestyle & Entertainment
2016-02-20,Food,Expense,16833.035714285714,Food & Beverage
2016-02-14,Food,Expense,32675.892857142855,Food & Beverage
2016-02-13,Transportation,Expense,7921.428571428571,Transportation
2016-02-13,Health,Expense,15842.857142857141,Health & Personal Care
2016-02-08,subscription,Expense,49706.96428571428,Lifestyle & Entertainment
2016-02-07,Food,Expense,31685.714285714283,Food & Beverage
2016-01-31,Salary,Income,9863366.785714285,Income & Rewards
2016-01-26,subscription,Expense,39409.10714285714,Lifestyle & Entertainment
2016-01-22,subscription,Expense,33468.03571428571,Lifestyle & Entertainment
2016-01-13,Other,Income,8911607.142857142,Others
2016-01-12,Apparel,Expense,39607.142857142855,Lifestyle & Entertainment
2016-01-10,Household,Expense,2970.535714285714,Housing & Utilities
2016-01-09,subscription,Expense,49706.96428571428,Lifestyle & Entertainment
2016-01-08,Other,Expense,394883.21428571426,Others
2016-01-05,Food,Expense,69312.5,Food & Beverage
2016-01-05,Transportation,Expense,5941.071428571428,Transportation
2016-01-01,Food,Expense,6931.25,Food & Beverage
2016-01-01,Food,Expense,38022.857142857145,Food & Beverage
2015-12-31,Food,Expense,112705.53390491035,Food & Beverage
2015-12-31,Salary,Income,16140893.452844894,Income & Rewards
2015-12-30,Food,Expense,20871.395167575993,Food & Beverage
2015-12-30,Beauty,Expense,417427.90335151984,Health & Personal Care
2015-12-26,Other,Expense,5843.990646921277,Others
2015-12-26,Other,Expense,41534.076383476226,Others
2015-12-25,Apparel,Expense,56352.766952455175,Lifestyle & Entertainment
2015-12-25,Household,Expense,10435.697583787996,Housing & Utilities
2015-12-21,Other,Expense,35272.657833203426,Others
2015-12-20,Gift,Expense,97051.98752922835,Lifestyle & Entertainment
2015-12-19,Food,Expense,16697.116134060794,Food & Beverage
2015-12-19,Health,Expense,45917.06936866718,Health & Personal Care
2015-12-19,Health,Expense,49047.778643803584,Health & Personal Care
2015-12-12,Transportation,Expense,10435.697583787996,Transportation
2015-12-11,Transportation,Expense,20871.395167575993,Transportation
2015-12-08,Other,Expense,5843.990646921277,Others
2015-12-05,Food,Expense,18784.25565081839,Food & Beverage
2015-12-05,Other,Expense,41742.790335151985,Others
2015-12-02,Apparel,Expense,67832.03429462198,Lifestyle & Entertainment
2015-12-01,Apparel,Expense,161335.8846453624,Lifestyle & Entertainment
2015-12-01,Food,Expense,17531.971940763833,Food & Beverage
2015-12-01,Gift,Expense,213723.08651597815,Lifestyle & Entertainment
2015-11-30,Salary,Income,10395207.0771629,Income & Rewards
2015-11-29,Transportation,Expense,10435.697583787996,Transportation
2015-11-29,Transportation,Expense,6261.418550272798,Transportation
2015-11-29,Transportation,Expense,8348.558067030397,Transportation
2015-11-27,Food,Expense,5217.848791893998,Food & Beverage
2015-11-26,Other,Expense,41534.076383476226,Others
2015-11-21,Other,Expense,52387.20187061574,Others
2015-11-21,Food,Expense,17531.971940763833,Food & Beverage
2015-11-15,Bonus,Income,313070.92751363985,Income & Rewards
2015-11-14,Other,Expense,64701.32501948557,Others
2015-11-12,Food,Expense,5217.848791893998,Food & Beverage
2015-11-07,Other,Expense,52387.20187061574,Others
2015-11-05,Food,Expense,17531.971940763833,Food & Beverage
2015-11-03,Transportation,Expense,8348.558067030397,Transportation
2015-11-01,Transportation,Expense,14609.976617303195,Transportation
2015-10-31,Food,Expense,14609.976617303195,Food & Beverage
2015-10-31,Transportation,Expense,14818.690568978955,Transportation
2015-10-31,Food,Expense,2087.1395167575993,Food & Beverage
2015-10-31,Salary,Income,10395207.0771629,Income & Rewards
2015-10-31,Food,Expense,52178.48791893998,Food & Beverage
2015-10-31,Health,Expense,31307.092751363987,Health & Personal Care
2015-10-31,Transportation,Expense,37568.51130163678,Transportation
2015-10-30,Beauty,Expense,10435.697583787996,Health & Personal Care
2015-10-30,Transportation,Expense,6261.418550272798,Transportation
2015-10-29,Transportation,Expense,138794.77786438033,Transportation
2015-10-28,Gift,Expense,208713.95167575992,Lifestyle & Entertainment
2015-10-28,Transportation,Expense,137751.20810600155,Transportation
2015-10-27,Other,Expense,41534.076383476226,Others
2015-10-25,Household,Expense,50091.34840218238,Housing & Utilities
2015-10-24,Household,Expense,20871.395167575993,Housing & Utilities
2015-10-23,Transportation,Expense,4174.2790335151985,Transportation
2015-10-23,Other,Expense,8348.558067030397,Others
2015-10-22,Other,Expense,52387.20187061574,Others
2015-10-21,Other,Expense,104356.97583787996,Others
2015-10-18,Apparel,Expense,308687.9345284489,Lifestyle & Entertainment
2015-10-18,Transportation,Expense,167597.3031956352,Transportation
2015-10-07,Gift,Expense,1675764.3180046764,Lifestyle & Entertainment
2015-10-02,Food,Expense,87659.85970381917,Food & Beverage
2015-09-30,Salary,Income,10395207.0771629,Income & Rewards
2015-09-30,Other,Expense,20871.395167575993,Others
2015-09-28,Other,Expense,73049.88308651597,Others
2015-09-28,Health,Expense,25045.67420109119,Health & Personal Care
2015-09-28,Health,Expense,62614.185502727974,Health & Personal Care
2015-09-27,Other,Expense,41534.076383476226,Others
2015-09-26,Other,Expense,6261.418550272798,Others
2015-09-21,Other,Expense,438090.58456742007,Others
2015-09-11,Food,Expense,79102.587685113,Food & Beverage
2015-09-04,Other,Income,1001826.9680436476,Others
2015-08-31,Salary,Income,10395207.0771629,Income & Rewards
2015-08-31,Other,Expense,59900.9041309431,Others
2015-08-30,Other,Expense,15027.404520654714,Others
2015-08-28,Other,Expense,41534.076383476226,Others
2015-08-14,Household,Expense,730290.116913484,Housing & Utilities
2015-08-13,Other,Expense,302635.2299298519,Others
